,,,,,,,,,,,,,,,,"Normalised abundance",,,,,,,,"Raw abundance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"DAA",,,,"RSL3+DAA",,,,"DAA",,,,"RSL3+DAA",,,,"Tags",,,,,,,,,,,,,,,,,,,,,,,
"Compound","Neutral mass (Da)","m/z","Charge","Retention time (min)","CCS (angstrom^2)","Chromatographic peak width (min)","Identifications","Anova (p)","q Value","Max Fold Change","Highest Mean","Lowest Mean","Isotope Distribution","Maximum Abundance","Minimum CV%","NEG_2022_04_22_NR_LIPIDS_HILIC_D1","NEG_2022_04_22_NR_LIPIDS_HILIC_D2","NEG_2022_04_22_NR_LIPIDS_HILIC_D3","NEG_2022_04_22_NR_LIPIDS_HILIC_D4","NEG_2022_04_22_NR_LIPIDS_HILIC_RD1","NEG_2022_04_22_NR_LIPIDS_HILIC_RD2","NEG_2022_04_22_NR_LIPIDS_HILIC_RD3","NEG_2022_04_22_NR_LIPIDS_HILIC_RD4","NEG_2022_04_22_NR_LIPIDS_HILIC_D1","NEG_2022_04_22_NR_LIPIDS_HILIC_D2","NEG_2022_04_22_NR_LIPIDS_HILIC_D3","NEG_2022_04_22_NR_LIPIDS_HILIC_D4","NEG_2022_04_22_NR_LIPIDS_HILIC_RD1","NEG_2022_04_22_NR_LIPIDS_HILIC_RD2","NEG_2022_04_22_NR_LIPIDS_HILIC_RD3","NEG_2022_04_22_NR_LIPIDS_HILIC_RD4","Anova p-value <= 0.05_RSL3vsCtrl","Max fold change >= 2_RSL3vsCtrl","OPLS_RSL3vsCtrl","Anova p-value <= 0.05_DAAvsCtrl","OPLS_DAAvsCtrl","Anova p-value <= 0.05_RSL3DAAvsControl","OPLS_RSL3DAAvsCtrl","Anova p-value <= 0.05_DAAvsRSL3","OPLS_DAAvsRSL3","Anova p-value <= 0.05_DAAvsRSL3DAA","OPLS_DAAvsRSL3DAA","Anova p-value <= 0.05_RSL3vsRSL3DAA","OPLS_RSL3vsRSL3DAA","Accepted Compound ID","Accepted Description","Adducts","Formula","Score","Fragmentation Score","Mass Error (ppm)","Isotope Similarity","Retention Time Error (mins)","dCCS (angstrom^2)","Compound Link"
"4.43_217.0024m/z",,"217.002437032425","1","4.43196666666667","145.752142518396","1.74075","0","8.0041973614664E-06","0.00491065876317873","1.30076936104018","DAA","RSL3+DAA","100 - 10.6","14347.898121623","2.10","14630.6343270265","14398.8522195137","13922.4173075047","14439.6886324472","11271.8617815934","10849.4531662198","11355.1533528234","10644.798855132","13654.2133065859","13913.6274681898","13670.2336551481","13181.5043119671","10495.4703076859","10069.5440349389","10669.9916089851","10236.1727643051","x",,"x",,,"x","x","x","x","x","x",,,,,,,,,,,,,
"4.24_374.9909m/z",,"374.990927775719","1","4.24298333333333","174.093521879167","1.39633333333333","0","1.10146133066591E-05","0.00491065876317873","1.81047593155796","DAA","RSL3+DAA","100","870.482582181607","4.92","853.214858913075","847.153687137279","934.626400840447","846.935381835626","502.128059924873","508.659510425335","481.311476327103","431.113666639535","796.272903795242","818.605582683704","917.697049123211","773.138720078603","467.542119102568","472.094700124227","452.269489820801","414.564336332931","x",,"x",,,"x",,"x",,"x","x",,,,,,,,,,,,,
"1.52_661.5034m/z",,"661.503383392771","1","1.518","254.31815117727","0.964733333333333","0","1.17028884090153E-05","0.00491065876317873","1.6629035099016","RSL3+DAA","DAA","100 - 41.3 - 62.6","1044.0782248911","5.41","578.706076840374","653.391805327905","647.34163906345","632.018825387278","1023.47166698457","1123.08312935455","989.361384316668","1040.39671890863","540.084321593588","631.37325333335","635.616018773822","576.948650635471","952.976242942881","1042.35069294952","929.664033668718","1000.45859983823","x",,,,,"x",,"x",,"x","x","x",,,,,,,,,,,,
"1.98_717.4743m/z",,"717.474345724885","1","1.98345","263.12034841385","0.377983333333333","0","1.83828442558154E-05","0.00491065876317873","2.352539933462","RSL3+DAA","DAA","100 - 40.5","1451.09259880669","7.57","523.387744306691","635.395887447295","697.490281624002","611.004245290725","1606.87660372301","1405.53523578038","1352.38697863322","1439.57157709013","488.457830540888","613.983777177771","684.856294090214","557.765149854545","1496.19699116874","1304.49882888245","1270.78492608197","1384.31017534667",,,,"x",,"x",,,,"x","x","x",,,,,,,,,,,,
"1.40_687.4799m/z",,"687.479907852527","1","1.3967","255.669445438799","0.377983333333333","0","2.70162245983308E-05","0.00491065876317873","1.54095236949801","RSL3+DAA","DAA","100 - 19.8 - 24.2 - 10.1 - 7.29","1477.17138063947","4.78","920.573172026749","1015.64595723626","975.791953341438","922.426398732325","1574.83698426819","1365.13899529957","1478.54377350716","1490.16576948295","859.135849766555","981.41985716106","958.11694954729","842.051921053212","1466.36421986855","1267.00645796426","1389.32951116119","1432.96218852714","x",,"x",,,"x",,"x",,"x","x","x",,,,,,,,,,,,
"3.93_706.6999m/z",,"706.699936746269","1","3.93268333333333","201.769893462169","1.18758333333333","0","2.70535387121296E-05","0.00491065876317873","1.33561433586902","DAA","RSL3+DAA","100 - 29.7","1693.84364458825","3.52","1720.78362914185","1725.67566787135","1602.07488696931","1726.84039437048","1263.27867445915","1226.01190708459","1330.85436041441","1252.70759967359","1605.94176585911","1667.52238356486","1573.05570966545","1576.37430306665","1176.26564936858","1137.88047163387","1250.55157047898","1204.61941911047","x",,"x",,,"x",,"x",,"x","x",,,,,,,,,,,,,
"1.40_701.5119m/z",,"701.511860320998","1","1.3967","258.647810097195","0.775733333333333","0","3.33501426297289E-05","0.00513756172972209","1.55739011645272","RSL3+DAA","DAA","100 - 40.4 - 23.8","11427.697901591","4.20","7034.77960865511","7936.81901171272","7558.29871200751","6820.9962706225","11928.6963906122","10804.4799522566","11337.76899361","11639.8462698852","6565.29164726379","7669.35734375827","7421.39149735528","6226.65723906845","11107.0629859491","10027.80370467","10653.6562094382","11193.0229016075",,,,"x","x","x","x","x","x","x","x","x","x",,,,,,,,,,,
"4.34_586.7664m/z",,"586.766360320952","1","4.34451666666667","186.62538096564","1.86205","0","3.84864767878357E-05","0.00513756172972209","1.46266332446674","DAA","RSL3+DAA","100 - 27","1885.67602728112","3.69","1881.20322697511","2005.57868199477","1737.99466942476","1917.92753072986","1319.5399655794","1305.89558587854","1313.0732810791","1218.31979846348","1755.65526141998","1937.99298819117","1706.51350966412","1750.81129932034","1228.65173445959","1212.0217402273","1233.84338861551","1171.5516759843","x",,"x",,,"x",,"x",,"x","x",,,,,,,,,,,,,
"1.95_745.6298m/z",,"745.62981386241","1","1.9496","270.482642918365","0.499283333333333","0","4.15501955872699E-05","0.00513756172972209","2.4724573706619","RSL3+DAA","DAA","100 - 27.5","1077.38476050617","9.69","379.861125401303","443.892203044613","522.720755137897","396.54445868168","1210.63858910017","1108.96728117627","981.750637095583","1008.18253465266","354.509908263376","428.933546579966","513.252454749987","361.992050178532","1127.2513460011","1029.24955756104","922.512513432587","969.48103417514",,,,"x",,,,,,"x","x","x",,,,,,,,,,,,
