,,,,,,,,,,,,,,,,Normalised abundance,,,,,,,,,,,,,,,,Raw abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Control,,,,DAA,,,,RSL3,,,,DAA+RSL3,,,,Control,,,,DAA,,,,RSL3,,,,DAA+RSL3,,,,Tags,,,,,,,,,,,,,,,,,,,,,,,
Compound,Neutral mass (Da),m/z,Charge,Retention time (min),CCS (angstrom^2),Chromatographic peak width (min),Identifications,Anova (p),q Value,Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%,NEG_2022_04_22_NR_LIPIDS_HILIC_C1,NEG_2022_04_22_NR_LIPIDS_HILIC_C2,NEG_2022_04_22_NR_LIPIDS_HILIC_C3,NEG_2022_04_22_NR_LIPIDS_HILIC_C4,NEG_2022_04_22_NR_LIPIDS_HILIC_D1,NEG_2022_04_22_NR_LIPIDS_HILIC_D2,NEG_2022_04_22_NR_LIPIDS_HILIC_D3,NEG_2022_04_22_NR_LIPIDS_HILIC_D4,NEG_2022_04_22_NR_LIPIDS_HILIC_R1,NEG_2022_04_22_NR_LIPIDS_HILIC_R2,NEG_2022_04_22_NR_LIPIDS_HILIC_R3,NEG_2022_04_22_NR_LIPIDS_HILIC_R4,NEG_2022_04_22_NR_LIPIDS_HILIC_RD1,NEG_2022_04_22_NR_LIPIDS_HILIC_RD2,NEG_2022_04_22_NR_LIPIDS_HILIC_RD3,NEG_2022_04_22_NR_LIPIDS_HILIC_RD4,NEG_2022_04_22_NR_LIPIDS_HILIC_C1,NEG_2022_04_22_NR_LIPIDS_HILIC_C2,NEG_2022_04_22_NR_LIPIDS_HILIC_C3,NEG_2022_04_22_NR_LIPIDS_HILIC_C4,NEG_2022_04_22_NR_LIPIDS_HILIC_D1,NEG_2022_04_22_NR_LIPIDS_HILIC_D2,NEG_2022_04_22_NR_LIPIDS_HILIC_D3,NEG_2022_04_22_NR_LIPIDS_HILIC_D4,NEG_2022_04_22_NR_LIPIDS_HILIC_R1,NEG_2022_04_22_NR_LIPIDS_HILIC_R2,NEG_2022_04_22_NR_LIPIDS_HILIC_R3,NEG_2022_04_22_NR_LIPIDS_HILIC_R4,NEG_2022_04_22_NR_LIPIDS_HILIC_RD1,NEG_2022_04_22_NR_LIPIDS_HILIC_RD2,NEG_2022_04_22_NR_LIPIDS_HILIC_RD3,NEG_2022_04_22_NR_LIPIDS_HILIC_RD4,Anova p-value <= 0.05_RSL3vsCtrl,Max fold change >= 2_RSL3vsCtrl,OPLS_RSL3vsCtrl,Anova p-value <= 0.05_DAAvsCtrl,OPLS_DAAvsCtrl,Anova p-value <= 0.05_RSL3DAAvsControl,OPLS_RSL3DAAvsCtrl,Anova p-value <= 0.05_DAAvsRSL3,OPLS_DAAvsRSL3,Anova p-value <= 0.05_DAAvsRSL3DAA,OPLS_DAAvsRSL3DAA,Anova p-value <= 0.05_RSL3vsRSL3DAA,OPLS_RSL3vsRSL3DAA,Accepted Compound ID,Accepted Description,Adducts,Formula,Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Retention Time Error (mins),dCCS (angstrom^2),Compound Link
4.59_836.6770m/z,,836.6770204,1,4.587133333,278.8589165,0.101533333,0,1.11E-16,6.06E-15,Infinity,DAA,Control,100 - 51.7 - 11.8,780.4686019,9.77,0,0,0,0,794.3954554,752.1427777,878.1032112,697.2329634,0,0.09277344,0,0,227.3017854,268.236689,381.7135763,438.6740839,0,0,0,0,741.3789966,726.7964316,862.197692,636.4804358,0,0.100012796,0,0,211.6455281,248.9545888,358.6812551,421.8345289,,x,,x,,x,,x,,x,,x,,,,,,,,,,,,
3.38_894.6030m/z,,894.6029557,1,3.379783333,291.6665676,0.620583333,0,1.11E-16,6.06E-15,72.29595837,DAA,Control,100 - 94.8,29648.30758,6.67,395.6988722,455.0363084,425.3166296,364.3335305,31383.20825,26242.09757,35292.09725,25675.82723,398.6955194,450.7198784,493.9483007,405.2313807,26922.11674,27365.74468,29171.58619,31106.70046,387.8664449,484.7403672,441.2696034,380.783988,29288.75195,25357.76908,34652.83399,23438.59594,421.5132681,485.8907366,527.8824469,410.5253143,25067.75565,25398.56773,27411.39377,29912.59529,,,,x,x,x,x,x,x,,,x,x,,,,,,,,,,,
6.36_877.6611m/z,,877.6611081,1,6.361766667,296.0572448,0.189,0,1.11E-16,6.06E-15,70.52057077,DAA,Control,89.7 - 63.8 - 100,4644.996329,3.13,66.96754531,75.64200267,57.80298697,63.05648001,4833.858334,4655.127069,4483.137015,4607.862896,75.8982051,66.81786286,76.86683329,56.0765916,3347.700848,3608.845722,3897.165149,3857.633179,65.64199584,80.57979435,59.97108826,65.9036183,4511.25572,4498.254644,4401.93173,4206.36249,80.24193632,72.03183653,82.14756884,56.80917493,3117.11548,3349.425114,3662.013022,3709.548693,,,,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,
6.26_965.7688m/z,,965.7687582,1,6.260216667,311.1534663,0.1213,0,2.22E-16,1.15E-14,Infinity,DAA,Control,100,99.43373712,5.22,0,0,0,0,101.1913466,95.14181856,106.0015752,95.40020814,0,0,0,0,47.60333908,48.41104847,70.13165047,80.07873545,0,0,0,0,94.43802643,91.93564875,104.081516,87.08762959,0,0,0,0,44.32448175,44.93103725,65.89995739,77.00472146,,,,x,,x,,x,,x,,x,,,,,,,,,,,,
3.41_884.0121m/z,,884.01212,1,3.413633333,293.1578967,0.15515,0,3.33E-16,1.58E-14,Infinity,Control,DAA,100 - 15.4,404.2471656,13.91,371.7109827,493.3535305,425.9348289,325.9893202,0,0,0,0,380.9353386,434.8075126,452.8130823,329.9894299,0,0,0,0.576143123,364.3533695,525.5588777,441.9109904,340.7084525,0,0,0,0,402.7366542,468.7366871,483.9212474,334.3004043,0,0,0,0.554026489,,,,x,,x,,x,,,,x,,,,,,,,,,,,
0.67_316.3119m/z,,316.3118705,1,0.674583333,184.6647751,0.15515,0,3.33E-16,1.58E-14,14694.90502,DAA,RSL3,100 - 15.8,257.0596639,17.47,0.39205042,0.18758373,0,0.239106686,247.5558888,216.5323949,337.6393186,226.5110534,0.031720801,0,0,0.03825166,115.3703242,167.028446,159.453793,176.2659496,0.38429021,0.199828902,0,0.249902877,231.0344744,209.2355024,331.5234901,206.7742943,0.033536214,0,0,0.038751378,107.4237633,155.0216648,149.8324664,169.4995591,,x,,x,,x,,x,,x,,x,,,,,,,,,,,,
3.38_897.1878m/z,,897.187811,1,3.379783333,295.957588,0.15515,0,7.77E-16,3.26E-14,Infinity,DAA,Control,86.6 - 100,627.0553089,13.22,0,0,0,0,772.28088,487.6138134,801.9539873,446.3725549,0,0,0.494881231,0,516.6177709,512.4045001,568.4371964,673.7224116,0,0,0,0,720.7403065,471.181789,787.4277969,407.4784372,0,0,0.528879469,0,481.0337972,475.5704825,534.1381069,647.8599638,,x,,x,,x,,x,,,,x,,,,,,,,,,,,
6.26_982.7301m/z,,982.7301155,1,6.260216667,315.2433226,0.15515,0,7.77E-16,3.26E-14,Infinity,DAA,RSL3,100 - 89.5 - 32.8 - 18.4,252.7038077,6.15,0.695586498,0.012258518,0.012758944,0,267.4077275,264.8109515,240.5138258,238.0827258,0,0,0,0,169.0450017,208.2423708,222.6987259,222.9730174,0.681818122,0.013058735,0.013237512,0,249.5614387,255.8871271,236.1572795,217.3376834,0,0,0,0,157.4013974,193.2729411,209.2612458,214.4136642,,x,,x,,x,,x,,x,,x,,,,,,,,,,,,
0.93_819.9811m/z,,819.9810638,1,0.931266667,283.356025,0.08745,0,7.77E-16,3.26E-14,Infinity,RSL3,DAA,100 - 91.5,101.8261383,17.62,63.8796629,104.358047,102.3773693,78.47495321,0,0,0,0,104.9614158,117.5911508,108.6333556,76.11863106,0,0,0,0,62.6152347,111.1703771,106.2173872,82.01826936,0,0,0,0,110.968464,126.7670977,116.0964447,77.11304314,0,0,0,0,,,,x,,x,,x,,,,x,,,,,,,,,,,,
6.26_938.7460m/z,,938.7459587,1,6.260216667,304.2721639,0.10155,0,1.89E-15,7.36E-14,4477.734539,DAA,RSL3,100 - 51.3 - 19.7 - 3.77,854.4682381,2.75,0.009503559,0.123256161,0.697244827,0,885.52657,851.2823362,852.750569,828.3134771,0.000279301,0.091188819,0.089180782,0.582655158,386.6562812,429.9449289,560.1469901,540.7996359,0.009315447,0.131302131,0.72339741,0,826.4281921,822.5951011,837.3042749,756.1394119,0.000295285,0.098304522,0.095307484,0.590266952,360.0238893,399.0384887,526.3481257,520.0397471,,,,x,,x,,x,,x,,x,,,,,,,,,,,,
