,,,,,,,,,,,,,,,,"Normalised abundance",,,,,,,,"Raw abundance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"Control",,,,"RSL3+DAA",,,,"Control",,,,"RSL3+DAA",,,,"Tags",,,,,,,,,,,,,,,,,,,,,,,
"Compound","Neutral mass (Da)","m/z","Charge","Retention time (min)","CCS (angstrom^2)","Chromatographic peak width (min)","Identifications","Anova (p)","q Value","Max Fold Change","Highest Mean","Lowest Mean","Isotope Distribution","Maximum Abundance","Minimum CV%","NEG_2022_04_22_NR_LIPIDS_HILIC_C1","NEG_2022_04_22_NR_LIPIDS_HILIC_C2","NEG_2022_04_22_NR_LIPIDS_HILIC_C3","NEG_2022_04_22_NR_LIPIDS_HILIC_C4","NEG_2022_04_22_NR_LIPIDS_HILIC_RD1","NEG_2022_04_22_NR_LIPIDS_HILIC_RD2","NEG_2022_04_22_NR_LIPIDS_HILIC_RD3","NEG_2022_04_22_NR_LIPIDS_HILIC_RD4","NEG_2022_04_22_NR_LIPIDS_HILIC_C1","NEG_2022_04_22_NR_LIPIDS_HILIC_C2","NEG_2022_04_22_NR_LIPIDS_HILIC_C3","NEG_2022_04_22_NR_LIPIDS_HILIC_C4","NEG_2022_04_22_NR_LIPIDS_HILIC_RD1","NEG_2022_04_22_NR_LIPIDS_HILIC_RD2","NEG_2022_04_22_NR_LIPIDS_HILIC_RD3","NEG_2022_04_22_NR_LIPIDS_HILIC_RD4","Anova p-value <= 0.05_RSL3vsCtrl","Max fold change >= 2_RSL3vsCtrl","OPLS_RSL3vsCtrl","Anova p-value <= 0.05_DAAvsCtrl","OPLS_DAAvsCtrl","Anova p-value <= 0.05_RSL3DAAvsControl","OPLS_RSL3DAAvsCtrl","Anova p-value <= 0.05_DAAvsRSL3","OPLS_DAAvsRSL3","Anova p-value <= 0.05_DAAvsRSL3DAA","OPLS_DAAvsRSL3DAA","Anova p-value <= 0.05_RSL3vsRSL3DAA","OPLS_RSL3vsRSL3DAA","Accepted Compound ID","Accepted Description","Adducts","Formula","Score","Fragmentation Score","Mass Error (ppm)","Isotope Similarity","Retention Time Error (mins)","dCCS (angstrom^2)","Compound Link"
"3.38_896.6183m/z",,"896.618336244213","1","3.37978333333333","295.960433392117","0.722133333333333","0","3.74121844615161E-11","6.05602437724245E-09","94.4012818287028","RSL3+DAA","Control","100 - 52.1 - 18.2 - 5.54 - 0.749","74823.8795288042","3.15","807.524488730553","814.47379170531","758.517168958369","789.944869760203","70081.6076549097","71066.4167061893","75297.146174928","82850.3475791898","791.540422868334","867.641367518777","786.967983367186","825.612612146891","65254.4758362909","65957.8322948441","70753.7708125479","79669.9386193147",,,,"x","x","x","x","x","x",,,"x","x",,,,,,,,,,,
"3.38_894.6030m/z",,"894.602955746472","1","3.37978333333333","291.666567627984","0.620583333333334","0","4.3780423730766E-10","3.92413447937603E-08","69.8409972561825","RSL3+DAA","Control","100 - 94.8","28641.5370190356","6.67","395.698872168013","455.036308374613","425.316629644221","364.333530473516","26922.1167410268","27365.7446804741","29171.5861922435","31106.700462398","387.866444888585","484.740367203483","441.269603406975","380.783987974058","25067.7556512369","25398.567733063","27411.3937716771","29912.5952865784",,,,"x","x","x","x","x","x",,,"x","x",,,,,,,,,,,
"1.45_675.4949m/z",,"675.494891701213","1","1.45031666666667","254.211134460927","0.775733333333333","0","7.7770212492112E-10","5.6650056460085E-08","4.21486065032996","RSL3+DAA","Control","100 - 47.5 - 20.9","4553.50669453912","2.58","1073.57808072253","1099.21079691496","1104.81312106995","1043.78091029351","4376.75066523186","4738.13592171219","4482.08437233537","4617.05581887706","1052.32777439748","1170.96555928441","1146.25296495265","1090.90990630534","4075.28565743217","4397.53668468347","4211.63864173532","4439.81907668277","x",,"x","x","x","x","x","x",,"x","x","x","x",,,,,,,,,,,
"6.36_877.6611m/z",,"877.661108147151","1","6.36176666666667","296.057244797732","0.189","0","1.36894806601617E-09","8.66156884517166E-08","55.8370968243327","RSL3+DAA","Control","89.7 - 63.8 - 100","3677.83622451043","6.92","66.9675453082559","75.6420026671358","57.8029869680972","63.0564800077114","3347.70084810104","3608.84572159866","3897.16514936612","3857.6331789759","65.6419958422316","80.5797943461865","59.9710882607324","65.9036182964999","3117.11548021595","3349.42511407698","3662.01302179914","3709.5486930949",,,,"x","x","x","x","x","x","x","x","x","x",,,,,,,,,,,
"1.05_894.6028m/z",,"894.602774284663","1","1.05256666666667","291.666568526043","1.39633333333333","0","2.104757368393E-09","1.17935824540431E-07","57.1619883986957","RSL3+DAA","Control","100 - 48.5","30640.2794175707","7.16","503.67829801958","588.600521974463","540.177079721997","511.645820739144","28758.2335437386","28312.631883113","28761.9678247583","36728.2844186727","493.708535862185","627.023443859279","560.438292614742","534.747751045861","26777.4030686471","26277.3882816212","27026.4914803429","35318.3812829697",,,,"x","x","x","x","x","x",,,"x","x",,,,,,,,,,,
"3.41_882.6029m/z",,"882.60294156454","1","3.41363333333333","290.285010757552","0.586733333333334","0","2.74510447706433E-09","1.48119477388261E-07","8.24974576466403","RSL3+DAA","Control","100 - 39.1 - 16.3","3438.89660051181","3.95","400.981129556301","439.304155363611","417.747373578737","409.362530934491","3213.22069559251","3309.60587893436","3480.90034150436","3751.859486016","393.04414575732","467.981243838812","433.416436168026","427.846146507014","2991.89814922178","3071.6960224304","3270.86533149548","3607.83537659253",,,,"x","x","x","x","x","x",,,"x","x",,,,,,,,,,,
"3.38_890.5814m/z",,"890.581410896828","1","3.37978333333333","294.559430694943","0.70805","0","3.66541474949855E-09","1.90713812851255E-07","13.07399407522","RSL3+DAA","Control","100 - 51.3 - 18.2 - 10.1","83950.24399152","6.76","6230.94785280913","7050.93814971643","6336.57354783867","6066.19152367489","78624.1566188813","79707.7168646212","84702.0728379668","92767.0296446108","6107.61304098204","7511.21236903318","6574.24869268074","6340.09336773702","73208.6249148154","73977.9556256103","79591.2110002484","89205.9451002071","x",,"x","x","x","x","x","x","x",,,"x","x",,,,,,,,,,,
